SYMBOL,ISIN
SCHAND,INE807K01035
HUDCO,INE031A01017
HITECHCORP,INE120D01012
DOLLAR,INE325C01035
NBIFIN,INE365I01020
BHAGYANGR,INE458B01036
PSPPROJECT,INE488V01015
FEDDERELEC,INE249C01011
LEEL,INE245C01019
TEJASNET,INE010J01012
CORALFINAC,INE558D01021
ERIS,INE406M01024
CDSL,INE736A01011
STARCEMENT,INE460H01021
GTPL,INE869I01013
AUBANK,INE949L01017
DYNPRO,INE256H01015
STEELXIND,INE503B01021
MOHOTAMILL,INE313D01013
SCHAEFFLER,INE513A01022
FORTUNEFIN,INE924D01017
AGLSL,INE517U01013
OPTIEMUS,INE350C01017
SALASAR,INE170V01027
SIS,INE285J01028
COCHINSHIP,INE704P01025
ASPINWALL,INE991I01015
BHAGYAPROP,INE363W01018
SPTL,INE501W01021
SMSLIFE,INE320X01016
ABCAPITAL,INE674K01013
APEX,INE346W01013
BRNL,INE727S01012
DIXON,INE935N01020
RNAVAL,INE542F01012
MATRIMONY,INE866R01028
CAPACITE,INE264T01014
ICICIGI,INE765G01017
NACLIND,INE295D01020
SBILIFE,INE123W01016
DIAMONDYD,INE393P01035
DCAL,INE385W01011
RHFL,INE217K01011
SCAPDVR,INE224E01036
TIFIN,INE149A01033
GODREJAGRO,INE850D01014
TCPLPACK,INE822C01015
MASFIN,INE348L01012
IEX,INE022Q01020
GICRE,INE481Y01014
RNAM,INE298J01013
MAHLOG,INE766P01016
NIACL,INE470Y01017
KHADIM,INE834I01025
TIINDIA,INE974X01010
HDFCLIFE,INE795G01014
AVADHSUGAR,INE349W01017
MAGADSUGAR,INE347W01011
BKMINDST,INE831Q01016
IFGLEXPOR,INE133Y01011
5PAISA,INE618L01018
SHALBY,INE597J01018
FSC,INE935Q01015
DNAMEDIA,INE016M01021
MOHOTAIND,INE313D01013
SHIVATEX,INE705C01020
ARENTERP,INE610C01014
ASTRON,INE646X01014
AMJLAND,INE606A01024
PAISALO,INE420C01059
NEWGEN,INE619B01017
AMBER,INE371P01015
APOLLO,INE713T01028
GANGESSECU,INE335W01016
PALASHSECU,INE471W01019
GALAXYSURF,INE600K01018
PRAXIS,INE546Y01022
LASA,INE670X01014
ASTERDM,INE914M01019
GMMPFAUDLR,INE541A01023
HGINFRA,INE926X01010
SHIVAMILLS,INE644Y01017
BDL,INE171Z01026
BANDHANBNK,INE545U01014
HAL,INE066F01020
SANDHAR,INE278H01035
CENTRUM,INE660C01027
ISEC,INE763G01038
MIDHANI,INE099Z01011
LEMONTREE,INE970X01018
21STCENMGM,INE253B01015
KARDA,INE278R01034
ADROITINFO,INE737B01033
JTEKTINDIA,INE643A01035
OSWALAGRO,INE142A01012
3PLAND,INE105C01023
PRSMJOHNSN,INE010A01011
HITECH,INE106T01025
INDOSTAR,INE896L01010
BOROSIL,INE666D01022
ORIENTELEC,INE142Z01019
PITTIENG,INE450D01021
DCMFINSERV,INE891B01012
ADANIGREEN,INE364U01010
FINEORG,INE686Y01026
RITES,INE320J01015
VARROC,INE665L01035
SOLARA,INE624Z01016
TALWGYM,INE627Z01019
CHEMFAB,INE783X01023
SUNDARMHLD,INE202Z01029
THEINVEST,INE924D01017
OLECTRA,INE260D01016
TCNSBRANDS,INE778U01029
HDFCAMC,INE127D01025
HBSL,INE550B01022
GARFIBRES,INE276A01018
CREDITACC,INE741K01010
GAYAHWS,INE287Z01012
KREBSBIO,INE268B01013
SIGIND,INE529F01035
IRCON,INE962Y01021
AAVAS,INE216P01012
BCG,INE425B01027
GRSE,INE382Z01011
INSPIRISYS,INE020G01017
PROSEED,INE217G01027
KSB,INE999A01023
IBULISL,INE126M01010
AIONJSW,INE743C01021
EMAMIREAL,INE778K01012
ADANIGAS,INE399L01023
TATASTLBSL,INE824B01021
TECHNOE,INE285K01026
DVL,INE477B01010
NILASPACES,INE00S901012
TREJHARA,INE00CA01015
BAJAJCON,INE933K01021
IDFCFIRSTB,INE092T01019
ABMINTLTD,INE251C01017
SAGARDEEP,INE976T01013
DALBHARAT,INE00R701025
CHALET,INE427F01016
CESCVENT,INE425Y01011
SPENCERS,INE020801028
XELPMOC,INE01P501012
BSOFT,INE836A01035
AGROPHOS,INE740V01019
ANUP,INE294Z01018
BALAXI,INE618N01022
ARVINDFASN,INE955V01021
RGL,INE722H01024
CHOLAHLDNG,INE149A01033
RVNL,INE415G01027
SAKAR,INE732S01012
MSTCLTD,INE255X01014
MAHESHWARI,INE263W01010
METROPOLIS,INE112L01020
POLYCAB,INE455K01017
SOUTHWEST,INE980Y01015
CKFSL,INE391Z01012
EXPLEOSOL,INE201K01015
AIRAN,INE645W01026
KEYFINSERV,INE681C01015
KPITTECH,INE04I401011
ONEPOINT,INE840Y01029
LFIC,INE850E01012
NEOGEN,INE136S01016
VIKASMCORP,INE161L01027
EMAMIPAP,INE830C01026
PGHL,INE199A01012
CONFIPET,INE552D01024
MIL,INE087J01028
STEELCITY,INE395H01011
DGCONTENT,INE03JI01017
INDIAMART,INE933S01016
OAL,INE959C01023
SEYAIND,INE573R01012
INFOBEAN,INE344S01016
SANGINITA,INE753W01010
SATIA,INE170E01023
SIRCA,INE792Z01011
LIBAS,INE908V01012
GFLLIMITED,INE538A01037
DCMNVL,INE08KP01019
SETUINFRA,INE023M01027
SUMIT,INE748Z01013
SHRENIK,INE632X01030
CREATIVE,INE985W01018
AFFLE,INE00WC01027
BCP,INE905P01028
DOLAT,INE966A01022
FORCEMOT,INE451A01017
HNDFDS,INE254N01026
JIYAECO,INE023S01016
JUMPNET,INE974C01022
KENNAMET,INE717A01029
SHREDIGCEM,INE232A01011
SPANDANA,INE572J01011
SPICEJET,INE285B01017
VIKASPROP,INE767B01022
VIKASWSP,INE706A01022
WATERBASE,INE054C01015
WESTLIFE,INE274F01020
ZOTA,INE358U01012
SWSOLAR,INE00M201021
VISHAL,INE755Q01025
KRISHANA,INE506W01020
MBAPL,INE900L01028
PPL,INE050001010
TATASTLLP,INE674A01014
SAFARI,INE429E01023
DIGISPICE,INE927C01020
IIFLWAM,INE466L01020
IIFLSEC,INE489L01022
AKASH,INE737W01013
IRCTC,INE335Y01020
KUANTUM,INE529I01021
JASH,INE039O01029
FLUOROCHEM,INE09N301011
VISHWARAJ,INE430N01022
GREENPANEL,INE08ZM01014
APOLLOPIPE,INE126J01016
NXTDIGITAL,INE353A01023
KIRLFER,INE884B01025
CHEMBOND,INE995D01025
BIOFILCHEM,INE829A01014
CSBBANK,INE679A01013
UJJIVANSFB,INE551W01018
PRINCEPIPE,INE689W01016
PANACHE,INE895W01019
HLVLTD,INE102A01024
MMP,INE511Y01018
SHIL,INE05AN01011
VAISHALI,INE972X01022
DPWIRES,INE864X01013
TOUCHWOOD,INE486Y01013
ANDPAPER,INE435A01028
NAM-INDIA,INE298J01013
ARTEMISMED,INE025R01021
RUCHI,INE619A01035
SUMICHEM,INE258G01013
ASALCBR,INE073G01016
MAHEPC,INE215D01010
BORORENEW,INE666D01022
BIRLATYRE,INE0AEJ01013
TATACONSUM,INE192A01025
UNIVPHOTO,INE03V001013
ALOKINDS,INE270A01029
ANDHRAPAP,INE435A01051
GEEKAYWIRE,INE669X01032
GBGLOBAL,INE087J01028
SBICARD,INE018E01016
BAFNAPH,INE878I01022
SUVENPHAR,INE03QK01018
S&SPOWER,INE902B01017
GFSTEELS,INE534A01028
POWERINDIA,INE07Y701011
IMAGICAA,INE172N01012
MITTAL,INE997Y01027
VERTOZ,INE188Y01031
RAJRATAN,INE451D01029
EBIXFOREX,INE726L01019
KAPSTON,INE542Z01028
UNIVASTU,INE562X01013
AARVI,INE754X01016
SILLYMONKS,INE203Y01012
ROSSARI,INE02A801020
TIRUPATIFL,INE319Y01024
WORTH,INE196Y01018
NDRAUTO,INE07OG01012
MACPOWER,INE155Z01011
MCL,INE813V01022
COFORGE,INE591G01025
TOTAL,INE336X01012
MAXHEALTH,INE027H01010
MAXIND,INE0CG601016
HAPPSTMNDS,INE419U01012
ROUTE,INE450U01017
SHAREINDIA,INE932X01026
SRPL,INE008Z01020
UNIDT,INE961D01019
AAKASH,INE087Z01024
DEEPENR,INE677H01012
CHEMCON,INE03YM01018
NIRAJ,INE368I01016
ANGELBRKG,INE732I01013
CAMS,INE596I01020
GOODYEAR,INE533A01012
NOVARTIND,INE234A01025
VALIANTORG,INE565V01010
GLOBE,INE581X01021
SINTERCOM,INE129Z01016
ICEMAKE,INE520Y01019
JSWISPL,INE743C01021
MAZDOCK,INE249Z01020
UTIAMC,INE094J01016
PRIVISCL,INE959A01019
EPL,INE255A01020
SUULD,INE591Q01016
SHRADHA,INE715Y01031
BSHSL,INE032Z01020
DHANI,INE274G01010
BANKA,INE862Y01015
LIKHITHA,INE060901027
STLTECH,INE089C01029
KHAICHEM,INE745B01028
EQUITASBNK,INE063P01018
DPABHUSHAN,INE266Y01019
ROML,INE294G01026
HEMIPROP,INE0AJG01018
AARON,INE721Z01010
DANGEE,INE688Y01022
KEERTI,INE586X01012
SUBEXLTD,INE754A01055
GLAND,INE068V01023
AARTISURF,INE09EO01013
BOROLTD,INE02PY01013
HUHTAMAKI,INE275B01026
MARINE,INE01JE01028
SUPREMEENG,INE319Z01021
GLOBAL,INE291W01037
YAARII,INE126M01010
ACCURACY,INE648Z01023
BURGERKING,INE07T201019
REPL,INE364Z01019
INDUSTOWER,INE121J01017
RKEC,INE786W01010
MGEL,INE0APB01032
BECTORFOOD,INE495P01020
GODHA,INE925Y01036
AWHCL,INE01BK01022
KANPRPLA,INE694E01014
RVHL,INE09E501017
TARC,INE0EK901012
FAIRCHEMOR,INE0DNW01011
ZENITHSTL,INE318D01020
ATGL,INE399L01023
ACRYSIL,INE482D01024
WEALTH,INE658T01017
AHLADA,INE00PV01013
IRFC,INE053F01010
RPSGVENT,INE425Y01011
INDIGOPNTS,INE09VQ01012
SECURKLOUD,INE650K01021
HOMEFIRST,INE481N01025
STOVEKRAFT,INE00IN01015
OMINFRAL,INE239D01028
AKG,INE00Y801016
GENCON,INE854S01022
RAJMET,INE00KV01022
JUBLPHARMA,INE700A01033
BESTAGRO,INE052T01021
HLEGLAS,INE461D01028
IRISDOREME,INE01GN01025
RAILTEL,INE0DD101019
SILGO,INE01II01013
BCLIND,INE412G01024
HERANBA,INE694N01015
SMCGLOBAL,INE103C01036
NURECA,INE0DSF01015
MTARTECH,INE864I01014
EASEMYTRIP,INE07O001026
ARVEE,INE006Z01016
ANURAS,INE930P01018
CRAFTSMAN,INE00LO01017
DRCSYSTEMS,INE03RS01027
LXCHEM,INE576O01020
KALYANKJIL,INE303R01014
SURYODAY,INE428Q01011
NAZARA,INE418L01047
JUBLINGREA,INE0BY001018
BARBEQUE,INE382M01027
RTNINDIA,INE834M01019
ORTINLAB,INE749B01020
SUVIDHAA,INE018401013
LODHA,INE670K01029
NITIRAJ,INE439T01012
TEMBO,INE869Y01028
AMBICAAGAR,INE792B01012
MODISNME,INE737D01021
ISGEC,INE858B01029
ORCHPHARMA,INE191A01027
VIKASLIFE,INE161L01027
AJOONI,INE820Y01021
DEEPINDS,INE0FHS01024
CLSEL,INE419D01026
INCREDIBLE,INE452L01012
MOKSH,INE514Y01020
PROINDIA,INE217G01035
ANMOL,INE02AR01019
ARIHANTCAP,INE420B01036
SBCL,INE386D01027
SHYAMMETL,INE810G01011
SONACOMS,INE073K01018
IWEL,INE0FLR01028
DODLA,INE021O01019
KIMS,INE967H01025
VINEETLAB,INE505Y01010
HINDCON,INE642Y01029
IPL,INE0D6701023
GANGAFORGE,INE691Z01023
SVPGLOB,INE308E01029
CLEAN,INE227W01023
GRINFRA,INE201P01022
RHIM,INE743M01012
ZOMATO,INE758T01015
KPIGLOBAL,INE542W01017
SGIL,INE00QT01015
TATVA,INE0GK401011
STYLAMIND,INE239C01020
ANDREWYU,INE449C01025
GRAUWEIL,INE266D01021
KOVAI,INE177F01017
AAREYDRUGS,INE198H01019
GLS,INE03Q201024
ROLEXRINGS,INE645S01024
PRITIKAUTO,INE583R01029
UGROCAP,INE583D01011
DEVYANI,INE872J01023
KRSNAA,INE08LI01020
WINDLAS,INE0H5O01029
CARTRADE,INE290S01011
NGIL,INE236Y01012
NUVOCO,INE118D01016
APTUS,INE852O01025
CHEMPLASTS,INE488A01050
EXXARO,INE0GFE01026
DELPHIFX,INE726L01027
JAIPURKURT,INE696V01013
MFL,INE071N01016
MOL,INE0CT101020
SERVOTECH,INE782X01033
YUKEN,INE384C01016
POONAWALLA,INE511C01022
AMIORG,INE00FF01025
VIJAYA,INE043W01024
GANESHBE,INE388A01029
INTLCONV,INE575C01027
PAR,INE04LG01015
SHANTI,INE933X01016
SANSERA,INE953O01021
ABMINTLLTD,INE251C01025
LAGNAM,INE548Z01017
COASTCORP,INE377E01024
ABSLAMC,INE404A01024
AJRINFRA,INE181G01025
EIFFL,INE546V01010
PASUPTAC,INE818B01023
AIROLAM,INE801L01010
BHAGCHEM,INE414D01027
PARAS,INE045601023
PANSARI,INE697V01011
ARTNIRMAN,INE738V01013
AURUM,INE898S01029
SIKKO,INE112X01025
MEDICAMEQ,INE646B01010
DIGJAMLMTD,INE731U01028
KRITI,INE479D01038
MANORG,INE370D01013
3IINFOLTD,INE748C01038
IRIS,INE864K01010
NYKAA,INE388Y01029
ANGELONE,INE732I01021
FINOPB,INE02NC01014
LAXMICOT,INE801V01019
SELMC,INE105I01020
POLICYBZR,INE417T01026
SJS,INE284S01014
FOODSIN,INE976E01023
PAYTM,INE982J01020
SAPPHIRE,INE806T01020
MARSHALL,INE00SZ01018
LATENTVIEW,INE0I7C01011
SBC,INE04AK01028
STEELCAS,INE124E01038
FOCUS,INE593W01028
BAJAJHCARE,INE411U01027
DHRUV,INE506Z01015
SMLT,INE017W01010
RPPL,INE760W01023
TARSONS,INE144Z01023
EQUIPPP,INE217G01035
GOCOLORS,INE0BJS01011
SIGACHI,INE0D0K01022
DHARAMSI,INE505A01010
BBOX,INE676A01027
ASIANENE,INE276G01015
SHIVALIK,INE788J01021
STARHEALTH,INE575P01011
TEGA,INE011K01018
ANANDRATHI,INE463V01026
ZODIAC,INE761Y01019
YAARI,INE126M01010
KBCGLOBAL,INE278R01034
RATEGAIN,INE0CLI01024
DOLATALGO,INE966A01022
LINC,INE802B01027
SHRIRAMPPS,INE217L01019
JETFREIGHT,INE982V01025
MAPMYINDIA,INE0BV301023
METROBRAND,INE317I01021
WINPRO,INE974C01022
JTLINFRA,INE391J01024
MEDPLUS,INE804L01022
UDAICEMENT,INE225C01029
DATAPATTNS,INE0IX101010
DCMSRIND,INE843D01027
SUPRIYA,INE07RO01027
HECPROJECT,INE558R01013
CMSINFO,INE925R01014
UNITEDPOLY,INE368U01029
MICEL,INE287C01037
MONARCH,INE903D01011
HPAL,INE0GSL01024
BCONCEPTS,INE977Y01011
UNIINFO,INE481Z01011
PCBL,INE602A01031
WFL,INE02WG01016
MHLXMIRU,INE112D01035
AGSTRA,INE583L01014
MALLCOM,INE389C01015
GRWRHITECH,INE291A01017
AWL,INE699H01024
CROWN,INE491V01019
DEVIT,INE060X01034
FIBERWEB,INE296C01020
MANYAVAR,INE825V01034
MEGASTAR,INE00EM01016
PDSL,INE111Q01021
RBA,INE07T201019
IONEXCHANG,INE570A01022
MAHAPEXLTD,INE843B01013
SOFTTECH,INE728Z01015
PRITI,INE974Z01015
ZYDUSLIFE,INE010B01027
SEPC,INE964H01014
MITCON,INE828O01033
INDOBORAX,INE803D01021
DIL,INE411Y01011
RAJRILTD,INE533D01032
ZFCVINDIA,INE342J01019
SHAILY,INE151G01028
GATEWAY,INE079J01017
SEJALLTD,INE955I01044
GMRP&UI,INE0CU601026
AVROIND,INE652Z01025
OBCL,INE426Z01016
SONAMCLOCK,INE00LM01011
CHOICEIN,INE102B01014
MSUMI,INE0FS801015
E2E,INE255Z01027
ELDEHSG,INE668G01021
HARDWYN,INE626Z01029
RITCO,INE01EG01016
VCL,INE098201036
ROTO,INE535D01037
UMAEXPORTS,INE0GIU01018
KPIGREEN,INE542W01025
VERANDA,INE0IQ001011
PIXTRANS,INE751B01018
HARIOMPIPE,INE00EV01017
INDOAMIN,INE760F01028
KRITIKA,INE00Z501029
STARTECK,INE992I01013
CAMPUS,INE278Y01022
DHANVARSHA,INE615R01029
LANCER,INE359U01028
RAINBOW,INE961O01016
AGI,INE415A01038
SILVERTUC,INE625X01026
LICI,INE0J1Y01017
PRUDENT,INE00F201020
AKSHAR,INE256Z01025
DELHIVERY,INE148O01028
RELCHEMQ,INE750D01016
MEDICO,INE630Y01024
PARADEEP,INE088F01024
ETHOSLTD,INE04TZ01018
EMUDHRA,INE01QM01018
AETHER,INE0BWX01014
SPLPETRO,INE663A01033
VENUSPIPES,INE0JA001018
MOTHERSON,INE775A01035
WEWIN,INE082W01014
CHEVIOT,INE974B01016
JWL,INE209L01016
AXITA,INE02EZ01022
ESSENTIA,INE418N01035
HINDWAREAP,INE05AN01011
MANORAMA,INE00VM01036
ZUARIIND,INE217A01012
NGLFINE,INE887E01022
HEADSUP,INE759V01019
RADHIKAJWE,INE583V01021
CSLFINANCE,INE718F01018
COSMOFIRST,INE757A01017
DYCL,INE600Y01019
KSHITIJPOL,INE013801027
NAVA,INE725A01030
RAMRAT,INE207E01023
RAMAPHO,INE809A01032
UNOMINDA,INE405E01023
LOYALTEX,INE970D01010
MODISONLTD,INE737D01021
SPORTKING,INE885H01029
SYRMA,INE0DYJ01015
TRU,INE615R01029
DREAMFOLKS,INE0JS101016
GRMOVER,INE192H01020
SUBCAPCITY,INE845C01016
TMB,INE668A01016
4THDIM,INE382T01022
DBOL,INE0I3401014
KSOLVES,INE0D6I01023
HARSHA,INE0JUS01029
KRITINUT,INE798K01010
EMIL,INE02YR01019
SECURCRED,INE195Y01010
DCI,INE0A1101019
TIPSFILMS,INE0LQS01015
TRACXN,INE0HMF01019
NARMADA,INE117Z01029
DMCC,INE505A01010
PPLPHARMA,INE0DK501011
ACEINTEG,INE543V01017
GOYALALUM,INE705X01026
HPIL,INE05X901010
SUKHJITS,INE450E01029
BOHRAIND,INE802W01023
DCXINDIA,INE0KL801015
FUSION,INE139R01012
BIKAJI,INE00E101023
MEDANTA,INE474Q01031
CARYSIL,INE482D01024
FAZE3Q,INE963C01033
SYNCOMF,INE312C01025
ACI,INE128X01021
FIVESTAR,INE128S01021
JTLIND,INE391J01032
SATINDLTD,INE065D01027
KAYNES,INE918Z01012
SCPL,INE501Y01019
BBTCL,INE01EE01011
INOXGREEN,INE510W01014
RUSTOMJEE,INE263M01029
ZIMLAB,INE518E01015
AAATECH,INE0D0U01013
VINNY,INE01KI01027
OSIAHYPER,INE06IR01021
DJML,INE0B1K01014
LTIM,INE214T01019
DHARMAJ,INE00OQ01016
SARVESHWAR,INE324X01026
UNIPARTS,INE244O01017
HYBRIDFIN,INE965B01022
SHRIRAMFIN,INE721A01047
SULA,INE142Q01026
AHL,INE00ZE01026
LANDMARK,INE559R01029
KFINTECH,INE138Y01010
ELIN,INE050401020
AVONMORE,INE323B01024
RADIANTCMS,INE855R01021
WEL,INE02WG01024
SKYGOLD,INE01IU01018
IEL,INE059901020
NRL,INE0JM501013
MANOMAY,INE784W01015
BAIDFIN,INE020D01022
STYRENIX,INE189B01011
360ONE,INE466L01038
SAH,INE035801013
KAMOPAINTS,INE0BTI01037
SBGLP,INE05ST01028
AARTIPHARM,INE0LRU01027
BTML,INE0EEJ01023
NINSYS,INE395U01014
OSWALSEEDS,INE00IK01029
ASMS,INE855F01042
NSLNISP,INE0NNS01018
POCL,INE063E01061
HEUBACHIND,INE492A01029
LEXUS,INE500X01013
DIVGIITTS,INE753U01022
AKI,INE642Z01026
SAHYADRI,INE280H01015
LAL,INE740X01023
GSLSU,INE0JSX01015
AVALON,INE0LCL01028
USK,INE0N0Y01013
SVLL,INE00CE01017
KIRLPNU,INE811A01038
VIRINCHI,INE539B01017
BLAL,INE0N7W01012
SADHNANIQ,INE888C01040
MANKIND,INE634S01028
NDLVENTURE,INE353A01023
RACE,INE084Q01012
ATAM,INE09KD01013
RHL,INE508K01013
ATALREAL,INE0ALR01029
AVG,INE680Z01018
PVRINOX,INE191H01014
PIGL,INE557Z01018
OSWALGREEN,INE143A01010
SHRIPISTON,INE526E01018
LATTEYS,INE262Z01023
ACL,INE666E01020
PAVNAIND,INE07S101038
KPIL,INE220B01022
PTCIL,INE596F01018
SIGMA,INE0A0S01028
MKPL,INE964W01021
IKIO,INE0LOJ01019
CIEINDIA,INE536H01010
TITAGARH,INE615H01020
SINDHUTRAD,INE325D01025
GHCLTEXTIL,INE0PA801013
ASHOKAMET,INE760Y01011
GENSOL,INE06H201014
SHAH,INE482J01021
HMAAGRO,INE0ECP01024
URAVI,INE568Z01015
IDEAFORGE,INE349Y01013
AARTECH,INE01C001026
CYIENTDLM,INE055S01018
PAKKA,INE551D01018
SENCO,INE602W01027
LLOYDSME,INE281B01032
UTKARSHBNK,INE735W01017
UCAL,INE139B01016
NETWEB,INE0NT901020
PROZONER,INE195N01013
YATHARTH,INE0JO301016
TVSHLTD,INE105A01035
SBFC,INE423Y01016
CONCORDBIO,INE338H01029
SRGHFL,INE559N01010
YASHO,INE616Z01012
NIITMTS,INE342G01023
TVSSCS,INE395N01027
ADANIENSOL,INE931S01010
ATL,INE0NN701020
TREL,INE0O3901029
LORDSCHLO,INE846D01012
REDTAPE,INE0LXT01019
VLEGOV,INE03HW01020
AEROFLEX,INE024001021
DOLPHIN,INE920A01037
JIOFIN,INE758E01017
VPRPL,INE0AE001013
SANDUMA,INE149K01016
EPIGRAL,INE071N01016
RISHABH,INE0N2P01017
PYRAMID,INE0MIS01010
JLHL,INE682M01020
UNIVAFOODS,INE275F01019
RRKABEL,INE777K01022
EMSLIMITED,INE0OV601013
SAMHI,INE08U801020
ZAGGLE,INE07K301024
DIAMINESQ,INE591D01014
RATNAVEER,INE05CZ01011
KALAMANDIR,INE438K01021
SIGNATURE,INE903U01023
YATRA,INE0JR601024
JSWINFRA,INE880J01026
MVGJL,INE0KNT01012
DIACABS,INE989C01038
UDS,INE851I01011
THEJO,INE121N01019
NUVAMA,INE531F01023
ORIENTCER,INE569C01020
SECMARK,INE0BTM01013
VALIANTLAB,INE0JWS01017
IRMENERGY,INE07U701015
ARE&M,INE885A01032
PLAZACABLE,INE0INJ01017
SICALLOG,INE075B01020
SAMPANN,INE735M01018
TCLCONS,INE388G01026
BLUEJET,INE0KBH01020
PATANJALI,INE619A01035
CELLO,INE0LMW01024
LTFOODS,INE818H01020
HONASA,INE0J5401028
MUFIN,INE08KJ01020
AMNPLST,INE275D01022
ESAFSFB,INE818W01011
LLOYDSENGG,INE093R01011
MAXESTATES,INE03EI01018
ASKAUTOLTD,INE491J01022
JITFINFRA,INE863T01013
TNTELE,INE141D01018
IREDA,INE202E01016
ACLGATI,INE152B01027
FEDFINA,INE007N01010
GANDHAR,INE717W01049
TATATECH,INE142M01025
FLAIR,INE00Y201027
GATECHDVR,INE224E01036
GATECH,INE224E01028
WELSPUNLIV,INE192B01031
DOMS,INE321T01012
INDIASHLTR,INE922K01024
INOXINDIA,INE616N01034
GTECJAINX,INE586X01012
MUTHOOTMF,INE046W01019
SURAJEST,INE843S01025
HAPPYFORGE,INE330T01021
MUFTI,INE220Q01020
AZAD,INE02IJ01035
INNOVACAP,INE0DUT01020
BAJEL,INE0KQN01018
MOTISONS,INE0FRK01020
RBZJEWEL,INE0PEQ01016
SUNCLAY,INE0Q3R01026
SEMAC,INE617A01013
JYOTICNC,INE980O01024
COMSYN,INE073V01015
MEDIASSIST,INE456Z01021
DIGIDRIVE,INE0PSC01024
DAVANGERE,INE179G01029
SONAMLTD,INE00LM01029
EPACK,INE0G5901015
LGHL,INE258Y01016
BLSE,INE0NLT01010
PARKHOTELS,INE988S01028
CAPITALSFB,INE646H01017
JSFB,INE953L01027
NOVAAGRI,INE02H701025
RPTECH,INE0J1F01024
ENTERO,INE010601016
KALYANIFRG,INE314G01014
SAURASHCEM,INE626A01014
JUNIPER,INE696F01016
SIGNPOST,INE0KGZ01021
GPTHEALTH,INE486R01017
EXICOM,INE777F01014
VSTL,INE0QTF01015
ADL,INE0CHO01012
MODIRUBBER,INE832A01018
PRUDMOULI,INE024D01016
SIL,INE173A01025
RKSWAMY,INE0NQ801033
JGCHEM,INE0MB501011
GOPAL,INE0L9R01028
ATLANTAA,INE285H01022
KEEPLEARN,INE055C01020
PVSL,INE772T01024
PLATIND,INE0PT501018
KRYSTAL,INE0QN801017
MUKKA,INE0CG401037
GVPTECH,INE382T01030
SCILAL,INE0PB301013
MASKINVEST,INE885F01015
SINCLAIR,INE985A01022
BHARTIHEXA,INE343G01021
TARACHAND,INE555Z01020
SABTNL,INE416A01044
SRM,INE0R6Z01013
WIPL,INE215F01023
AIIL,INE206F01022
HAVISHA,INE293B01029
LANCORHOL,INE572G01025
LTF,INE498L01015
GLOSTERLTD,INE350Z01018
BALUFORGE,INE011E01029
GUJRAFFIA,INE610B01024
JNKINDIA,INE0OAF01028
FILATFASH,INE185E01021
INDGN,INE065X01017
AADHARHFC,INE883F01010
TBOTEK,INE673O01025
GODIGIT,INE03JT01014
AWFIS,INE108V01019
TECILCHEM,INE014B01011
AEGISLOG,INE208C01025
UNITDSPR,INE854D01024
TPHQ,INE065J01024
IXIGO,INE0HV901016
BOROSCI,INE02L001032
KRONOX,INE0ATZ01017
DEEDEV,INE841L01016
STANLEY,INE01A001028
ABDL,INE552Z01027
EMBDL,INE069I01010
RELIABLE,INE375Y01018
BANSALWIRE,INE0B9K01025
RETAIL,INE03DD01011
AFIL,INE916Y01027
EMCURE,INE168P01015
AGIIL,INE976R01033
VRAJ,INE0S2V01010
SAMMAANCAP,INE148I01020
SANSTAR,INE08NE01025
RELTD,INE206N01018
AVANTEL,INE005B01027
AKUMS,INE09XN01023
RPEL,INE912T01018
RUBFILA,INE642C01025
CEIGALL,INE0AG901020
OLAELEC,INE0LXG01040
UNIECOM,INE00U401027
FIRSTCRY,INE02RE01045
MANCREDIT,INE545L01039
SUYOG,INE442P01014
INTERARCH,INE00M901018
SURAJLTD,INE713C01016
ORTINGLOBE,INE749B01020
SSDL,INE0PQ101010
PREMIERENE,INE0BS701011
NIRAJISPAT,INE326T01011
ECOSMOBLTY,INE06HJ01020
STYLEBAAZA,INE01FR01028
MFML,INE0US801024
GLOBALE,INE0URU01010
ORIENTTECH,INE0PPK01015
EUREKAFORB,INE0KCE01017
XTGLOBAL,INE547B01028
KROSS,INE0O6601022
BAJAJHFL,INE377Y01014
PNGJL,INE953R01016
RAYMONDLSL,INE02ID01020
GALAPREC,INE0RE001014
WCIL,INE0CJF01024
ARKADE,INE0QRL01017
NORTHARC,INE850M01015
REVATHIEQU,INE0DAB01012
BALAJEE,INE0S2G01011
ALLDIGI,INE835G01018
INDOUS,INE250Z01010
SANOFICONR,INE0UOS01011
TIPSMUSIC,INE716B01029
TOLINS,INE0RWQ01014
UYFINCORP,INE152C01025
KRN,INE0Q3J01015
VEEDOL,INE484C01030
SRD,INE01NE01012
LMW,INE269B01029
ABREL,INE055A01016
GARUDA,INE0JVO01026
MANBA,INE939X01013
LLOYDSENT,INE080I01025
DIFFNKG,INE184O01015
VINCOFE,INE498Q01014
ICDSLTD,INE613B01010
HYUNDAI,INE0V6F01027
AFFORDABLE,INE692Z01013
TRANSWORLD,INE757B01015
DBEIL,INE0OPA01027
WAAREEENER,INE377N01017
GODAVARIB,INE497S01012
AFCONS,INE101I01011
AVL,INE679V01027
SAGILITY,INE0W2G01015
MASTERTR,INE677D01037
ACMESOLAR,INE622W01025
OCCLLTD,INE0PK601023
SWIGGY,INE00H001014
NIVABUPA,INE995S01015
KPEL,INE127T01021
KMEW,INE0CJD01029
BLACKBUCK,INE0UIZ01018
